imageNumber,releaseNumber,title,saveType,romSize,publisher,location,sourceRom,language,im1CRC,im2CRC,comment,duplicateID
2356,2356,Global Star Sudoku Fever,Eeprom_v124,4194304,Take 2,0,Eternity,4291,C267F632,7841558D,[Table],601
2357,2357,Let's Ride! Sunshine Stables,Eeprom_v124,4194304,THQ,1,Independent,2,D06FBF22,31A3DB45,[Table],705
2358,2358,Chaoji Maliou Shijie,Eeprom_v122,4194304,iQue,3,WRG,4,76CBBA69,086BFE6F,[Table],99
2359,2359,World Poker Tour,Eeprom_v124,4194304,Take 2,0,Independent,67,319491AC,111EE074,[Table],603
2360,2360,Yu-Gi-Oh! Duel Monsters - International Worldwide Edition,Sram_v113,16777216,Konami,7,Independent,4547,BB13A924,3B105897,[Table],298
2361,2361,Shin-chan - Aventuras en Cineland,Eeprom_v124,16777216,Atari,4,Trashman,4096,4C370ACB,DD7D7A7F,[Table],604
2362,2362,Namco Museum 50th Anniversary,None,4194304,Namco,0,Supplex,4291,0EE36615,33BC90E7,[Table],605
2363,2363,Polarium Advance,Flash512_v131,4194304,Nintendo,0,Supplex,4291,206EE410,3E8E4FB7,[Table],606
2364,2364,"Ed, Edd n Eddy - The Mis-EDventures",Eeprom_v124,8388608,Midway,0,Independent,3,18ED943D,26481DC0,[Table],607
2365,2365,Elf - The Movie,None,4194304,Crave Entertainment,0,Independent,4291,26CF132B,2BA8E717,[Table],608
2366,2366,"Wild, The",Eeprom_v124,8388608,Ubi Soft,16,Trashman,4163,DDF94AA8,07FDB9BF,[Table],0
2367,2367,Crayon Shin-chan - Densetsu wo Yobu Omake no Miyako Shockgaan!,Eeprom_v126,33554432,Banpresto,7,Independent,256,01C69D91,A802F2DC,[Table],708
2368,2368,2 Games in 1 - Monstres & Cie + Le Monde de Nemo,None,16777216,THQ,5,Eternity,147,F6EB4982,DE7F18D4,[Table],486
2369,2369,Fantastic 4 - Flame On,Eeprom_v124,8388608,Activision,0,Independent,4227,8557F9F9,68CD6F5E,[Table],609
2370,2370,Eyeshield 21 - Devilbats Devildays,Sram_v113,16777216,Nintendo,7,Caravan,256,042B9EB0,1352D4F1,[Table],0
2371,2371,Minna no Soft Series - Numpla Advance,Eeprom_v124,4194304,Activision,7,Caravan,256,86847160,4C7A115F,[Table],615
2372,2372,Breath of Fire,Sram_v112,4194304,Capcom,0,Independent,2,934AE27D,223A85C7,[Table],26
2373,2373,Top Spin 2,Eeprom_v124,16777216,Take 2,0,Endless Piracy,4291,7B68B17F,2C58CEFA,[Table],318
2374,2374,Nakayoshi Pet Advance Series 3 - Kawaii Koneko,Eeprom_v122,4194304,MTO,7,Independent,256,F2BA4419,5714073B,[Table],599
2375,2375,Sonic Advance,Flash_v126,8388608,Sega,7,Independent,258,B277B239,A30F0913,[Table],102
2376,2376,Scooby-Doo! - Unmasked,None,8388608,THQ,0,Independent,4224,82249B01,B50F2DD7,[Table],596
2377,2377,Mother 3,Flash512_v131,33554432,Nintendo,7,WRG,256,5953B539,8BB466FA,[Table],0
2378,2378,Cabbage Patch Kids - The Patch Puppy Rescue,Eeprom_v124,4194304,D3,1,Trashman,2,84F9743F,C17D076E,[Table],689
2379,2379,"Land Before Time, The - Into the Mysterious Beyond",Eeprom_v124,8388608,The Game Factory,1,Trashman,4099,705C416E,0D24346A,[Table],611
2380,2380,Franklin's Great Adventures,Eeprom_v124,4194304,The Game Factory,1,Trashman,4099,B100846C,30C5F543,[Table],612
2381,2381,Danny Phantom - The Ultimate Enemy,Eeprom_v124,4194304,THQ,0,Rising Sun,4162,63FB9120,DEE3AC40,[Table],613
2382,2382,2 Games in 1 - Titeuf - Ze Gagmachine + Titeuf - Mega Compet',None,8388608,Atari,5,Eternity,1,E03762C3,5350AA81,[Table],0
2383,2383,2006 FIFA World Cup,Eeprom_v124,8388608,Electronic Arts,16,Trashman,4291,29CE0C72,CE5EF368,[Table],0
2384,2384,Konchuu no Mori no Daibouken,Eeprom_v124,8388608,Culture Brain,7,Caravan,256,8B632D45,3169A61B,[Table],0
2385,2385,Hudson Best Collection Vol. 1 - Bomberman Collection,None,4194304,Hudson,7,Caravan,256,1F7CD1C9,F5DBC4BE,[Table],0
2386,2386,"2 Games in 1 - Finding Nemo + Incredibles, The",None,16777216,THQ,0,Independent,2,29C1D93E,2DCCA01F,[Table],610
2387,2387,Dragon's Rock,Eeprom_v124,4194304,East Entertainment,0,Rising Sun,4291,68EB5962,1A82F255,[Table],0
2388,2388,2 Games in 1 - Prince of Persia - The Sands of Time + Tomb Raider - The Prophecy,Eeprom_v124,16777216,Ubi Soft,0,Independent,4307,808D6BF2,96AAD361,[Table],0
2389,2389,Koala Brothers - Outback Adventures,None,8388608,Spellbound,1,Trashman,6363,626BEAF7,CB6C7031,[Table],614
2390,2390,Juka and the Monophonic Menace,Eeprom_v124,16777216,Zoo Digital,0,Trashman,4291,E6C38528,307F9306,[Table],657
2391,2391,2 Games in 1 - Pac-Man World + Ms. Pac-Man - Maze Madness,Eeprom_v124,8388608,Zoo Digital,0,Independent,4291,B520F175,1B997886,[Table],663
2392,2392,Dr. Sudoku,Eeprom_v124,4194304,Mastiff Games,1,Trashman,2,09C0F184,85908F0A,[Table],615
2393,2393,Game Boy Advance Video - Cartoon Network Collection - Edition Premium,None,33554432,Majesco Sales,5,Eternity,1,38FCFC98,19C1C19A,[Table],691
2394,2394,2 Games in 1 - Spyro - Season of Ice + Spyro 2 - Season of Flame,Eeprom_v122,16777216,Vivendi,1,Independent,2,DA8AB81D,FF7039C2,[Table],0
2395,2395,Zoku Bokura no Taiyou - Taiyou Shounen Django,Eeprom_v124,16777216,Konami,7,Independent,256,A58CF22C,7A5835F0,[Table],443
2396,2396,Over the Hedge,Eeprom_v124,8388608,Activision,1,Trashman,2,9A9D967B,21F0C9EF,[Table],624
2397,2397,Tringo,Eeprom_v124,4194304,Crave Entertainment,1,Trashman,2,62182FF8,9F9D4C7A,[Table],684
2398,2398,Madagascar,Eeprom_v124,8388608,Bandai,7,Supplex,256,9C8A32AC,54B8C26F,[Table],514
2399,2399,Hudson Best Collection Vol. 4 - Nazotoki Collection,None,4194304,Hudson,7,Supplex,256,300B544B,01E5A8FD,[Table],0
2400,2400,2 Games in 1 - Sonic Battle + Sonic Pinball Party,Flash512_v133,33554432,Sega,7,Supplex,4547,4FD742D3,59150CB6,[Table],616
2401,2401,2 Games in 1 - Sonic Battle + Sonic Advance,Flash512_v133,33554432,Sega,7,Supplex,4419,89347AAC,8670E248,[Table],617
2402,2402,Candy Land - Chutes and Ladders - Memory,None,4194304,Destination Software,1,Trashman,2,FAC1B672,3E18DD09,[Table],0
2403,2403,Life - Yahtzee - Payday,None,4194304,Destination Software,1,Trashman,2,A09A5A5C,097F2072,[Table],0
2404,2404,Mahou Sensei Negima! - Private Lesson 2 Ojamashimasuu Parasite de Chu,Sram_F_v103,16777216,Victor,7,Independent,256,7A950F10,EAF505C4,[Table],0
2405,2405,X-Men III - The Official Game,Eeprom_v124,8388608,Activision,1,Trashman,2,0FBB0F10,6B71DFEC,[Table],619
2406,2406,Calciobit,Flash1M_v102,8388608,Nintendo,7,WRG,256,9A2D5D4B,A702A678,[Table],0
2407,2407,Animal Yokochou - Dokidoki Shinkyu Shiken,Sram_F_v103,16777216,Konami,7,Caravan,256,601FFDE3,5509EA8B,[Table],0
2408,2408,Hudson Best Collection Vol. 2 - Lode Runner Collection,None,4194304,Hudson,7,Caravan,256,D5E9240F,25D435DB,[Table],0
2409,2409,Animal Yokochou - Dokidoki Kyushutsu Daisakusen! no Maki,Sram_v113,16777216,Konami,7,Independent,256,E5374C68,087CE752,[Table],0
2410,2410,Miracle! Banzou - 7 Tsuno Hosh no Kaizokuno,Eeprom_v124,4194304,Atlus,7,Independent,256,8A4F6A7E,F1B48537,[Table],0
2411,2411,Chicken Shoot 2,None,4194304,Destination Software,1,Independent,2,46C91637,C6104599,[Table],688
2412,2412,Backyard Sports - Baseball 2007,Eeprom_v124,4194304,Atari,1,Trashman,2,1EC0F49A,CC95305F,[Table],0
2413,2413,Garfield and His Nine Lives,Eeprom_v124,4194304,The Game Factory,1,Trashman,4099,E3BC733A,A100ACB0,[Table],625
2414,2414,B-Legends! Battle B-Daman - Fire Spirits!,Eeprom_v124,8388608,Atlus,7,Supplex,256,33B56666,53C59C25,[Table],642
2415,2415,Cinnamon - Fuwafuwa Daisakusen,Eeprom_v124,4194304,Smilesoft,7,Supplex,256,B49C2828,DF3BAF8A,[Table],0
2416,2416,X-Men III - The Official Game,Eeprom_v124,8388608,Activision,0,WRG,4227,D585E69E,8B81B538,[Table],619
2417,2417,Final Fantasy IV Advance,Sram_v113,8388608,Nintendo,0,Eternity,4291,993D1F4F,58D1CDFC,[Table],548
2418,2418,Chicken Shoot,None,4194304,Destination Software,1,Independent,2,0FC52F9D,CAEA72D3,[Table],618
2419,2419,Hardcore Pool,None,4194304,Neko Entertainment,0,Supplex,4290,FED615BC,E882CC9C,[Table],0
2420,2420,Racing Fever,None,4194304,Neko Entertainment,0,Supplex,4290,2C512E44,A5903D93,[Table],0
2421,2421,2 Games in 1 - Spyro Orange - The Cortex Conspiracy + Crash Bandicoot Purple - Ripto's Rampage,Eeprom_v126,33554432,Vivendi,1,Independent,2,41C29803,29E4F0B3,[Table],620
2422,2422,Ultimate Spider-Man,Eeprom_v124,16777216,Activision,0,Independent,2,EA0A4EEB,20E2184B,[Table],527
2423,2423,Cars,Eeprom_v124,8388608,THQ,16,Trashman,2,904618BD,76F3CC14,[Table],629
2424,2424,Babar to the Rescue,Eeprom_v124,4194304,The Game Factory,1,Trashman,4099,2AA795AF,350FA800,[Table],634
2425,2425,Tony Hawk's American Sk8land,Eeprom_v124,8388608,Activision,0,Independent,2,23E82D18,705B6617,[Table],536
2426,2426,Dragon Ball - Advanced Adventure,Eeprom_v124,16777216,Infogrames,1,Ongaku,2,731D906D,498298E8,[Table],484
2427,2427,Megaman Battle Network 6 - Cybeast Gregar,Sram_v113,8388608,Capcom,1,Lightforce,2,8A9DA7CB,2C8190C3,[Table],621
2428,2428,Megaman Battle Network 6 - Cybeast Gregar,Sram_v113,8388608,Capcom,0,Rising Sun,2,ACCA71D6,F17A8B03,[Table],621
2429,2429,Megaman Battle Network 6 - Cybeast Falzar,Sram_v113,8388608,Capcom,0,Rising Sun,2,D1847DAA,D178F74F,[Table],622
2430,2430,Cinderella - Magical Dreams,Eeprom_v124,8388608,Ubi Soft,0,Supplex,4291,A40AD22C,5A5BF1A3,[Table],623
2431,2431,Ab Durch Die Hecke,Eeprom_v124,8388608,Activision,2,Lightforce,64,7FC6CD35,A28FDD53,[Table],624
2432,2432,Premier Action,Eeprom_v124,8388608,N/A,0,Rising Sun,4291,470E8A04,4E2F9F69,[Table],0
2433,2433,Garfield and His Nine Lives,Eeprom_v124,4194304,The Game Factory,0,Lightforce,4307,DFC7A5B1,ADC85C0C,[Table],625
2434,2434,3 Games in 1 - Rugrats - I Gotta Go Party + SpongeBob SquarePants - SuperSponge + Tak and the Power of Juju,Eeprom_v122,16777216,THQ,0,Independent,67,07726A10,701DC32F,[Table],0
2435,2435,Pirates of the Caribbean - Dead Man's Chest,Eeprom_v124,16777216,Ubi Soft,16,Rising Sun,4291,D691C471,56DB3CD7,[Table],0
2436,2436,Megaman Battle Network 6 - Cybeast Falzar,Sram_v113,8388608,Capcom,1,Independent,2,4995372F,CB7B7BA4,[Table],622
2437,2437,2 Games in 1 - Yu-Gi-Oh! The Sacred Cards + Yu-Gi-Oh! Reshef of Destruction,Sram_F_v102,33554432,Konami,1,Independent,2,447E83D8,E2AFB7C7,[Table],626
2438,2438,Pocket Professor,Eeprom_v124,4194304,Synapse Software,1,Independent,2,6AF434B6,EFF36F50,[Table],0
2439,2439,Street Racing Syndicate,Eeprom_v124,4194304,Destination Software,0,Rising sun,4291,F3FA5A28,B85CCBCE,[Table],627
2440,2440,Meine Tierarztpraxis,Eeprom_v124,8388608,DTP,0,Rising Sun,66,8D12E313,0714EB8E,[Table],732
2441,2441,Madagascar - Operacion Pinguino,Eeprom_v124,8388608,Activision,4,WRG,4096,654FFB5B,8A0ED5F8,[Table],530
2442,2442,bit Generations - Boundish,Sram_v113,4194304,Nintendo,7,WRG,2,D7DD579B,879DCEDF,[Table],0
2443,2443,bit Generations - Dial Hex,Sram_v113,16777216,Nintendo,7,Caravan,2,83AD92C9,54F9E86F,[Table],0
2444,2444,bit Generations - Dotstream,Sram_v113,16777216,Nintendo,7,Caravan,2,A4D822B5,3F05CFD2,[Table],0
2445,2445,Monster House,Eeprom_v124,8388608,THQ,1,Rising Sun,3,2011B166,2A16FE93,[Table],636
2446,2446,Vecinos Invasores,Eeprom_v124,8388608,Activision,4,WRG,4096,84783C54,AAB783BE,[Table],624
2447,2447,Chicken Little,Eeprom_v124,8388608,D3,7,Supplex,256,E61467BB,DB794559,[Table],628
2448,2448,Hudson Best Collection Vol. 5 - Shooting Collection,None,4194304,Hudson,7,WRG,256,5CF7972D,6BA9CFC8,[Table],0
2449,2449,Cars,Eeprom_v124,8388608,THQ,7,WRG,256,C108619C,3A1A3B7B,[Table],629
2450,2450,Yu-Gi-Oh! GX Duel Academy,Sram_v113,33554432,Konami,0,Rising Sun,2,EF664B15,7ED1F4DA,[Table],563
2451,2451,bit Generations - Soundvoyager,Sram_v113,16777216,Nintendo,7,Caravan,2,6164E664,45550683,[Table],0
2452,2452,bit Generations - Orbital,Sram_v113,16777216,Nintendo,7,Caravan,2,DBDB4B14,78C84BE8,[Table],0
2453,2453,bit Generations - Digidrive,Sram_F_v103,16777216,Nintendo,7,Caravan,2,3DEA0475,C5832E8F,[Table],0
2454,2454,bit Generations - Coloris,Sram_v113,16777216,Nintendo,7,Caravan,2,9FE4040D,CD8E30E3,[Table],0
2455,2455,"Ant Bully, The",Eeprom_v124,8388608,Midway,1,Rising Sun,3,3D0B1C49,04F694D6,[Table],637
2456,2456,2 Games in 1 - Sonic Advance + Chu Chu Rocket!,Flash512_v133,16777216,Sega,7,WRG,4419,B277B239,2AD776C1,[Table],697
2457,2457,Hamster Monogatari 3EX + 4 Special,Eeprom_v124,16777216,Culture Brain,7,WRG,256,452B1D4A,1256EB37,[Table],0
2458,2458,Summon Night - Swordcraft Story,Eeprom_v124,8388608,Atlus,1,Independent,2,59D71A64,B9A7941F,[Table],630
2459,2459,2 Games in 1 - Finding Nemo + Finding Nemo - The Continuing Adventures,None,16777216,THQ,0,Independent,12426,7ACB8BA1,F623A930,[Table],631
2460,2460,Mr. Incredible - Kyouteki Under Minor Toujyou,None,8388608,Sega,7,WRG,256,7EBCD9C9,2EEBD375,[Table],543
2461,2461,Barnyard,Eeprom_v124,8388608,THQ,1,Rising Sun,2,659967EC,D1264EA7,[Table],640
2462,2462,Rhythm Tengoku,Sram_F_v110,16777216,Nintendo,7,WRG,256,AC2EC30C,11787080,[Table],761
2463,2463,Battle B-Daman,Eeprom_v124,8388608,Atlus,1,Rising Sun,2,3AD503D3,81125BC1,[Table],632
2464,2464,Scrabble Scramble,None,4194304,Zoo Digital,0,Rising Sun,4307,8B1A446F,64095C83,[Table],633
2465,2465,Babar to the Rescue,Eeprom_v124,4194304,The Game Factory,0,Rising Sun,75,D581D585,FFCCF098,[Table],634
2466,2466,VeggieTales - LarryBoy and the Bad Apple,Eeprom_v124,4194304,Crave Entertainment,1,Rising Sun,2,E0C0D771,AB2A60F5,[Table],0
2467,2467,Super Robot Taisen - Original Generation,Flash512_v130,16777216,Atlus,1,Jam Project,2,C1396AB5,CBF59025,[Table],635
2468,2468,Robots,Eeprom_v124,16777216,Vivendi,7,Independent,256,A4199DBF,F83298C8,[Table],503
2469,2469,Monster House,Eeprom_v124,8388608,THQ,0,Rising Sun,4163,8F3DD046,F07371BE,[Table],636
2470,2470,Games Explosion!,None,4194304,THQ,1,Rising Sun,2,C98ED06C,BB147A2A,[Table],0
2471,2471,Madden NFL 07,Eeprom_v124,4194304,Electronic Arts,1,Rising Sun,2,963E86D7,6611C8B1,[Table],0
2472,2472,2 Games in 1 - Dragon Ball Z - Buu's Fury + Dragon Ball GT - Transformation,Eeprom_v124,16777216,Infogrames,1,Independent,2,31F68E06,79409ED7,[Table],0
2473,2473,Cars,Eeprom_v124,8388608,THQ,2,Rising Sun,64,E3BB3A2C,91AE0777,[Table],629
2474,2474,Dr. Sudoku,Eeprom_v124,4194304,Mastiff Games,0,Rising Sun,2,898C1D7D,BB7D720C,[Table],615
2475,2475,"Ant Bully, The",Eeprom_v124,8388608,Midway,0,WRG,4291,C74648F8,9C11381C,[Table],637
2476,2476,2 Games in 1 - Yu-Gi-Oh! Destiny Board Traveler + Yu-Gi-Oh! Dungeon Dice Monsters,Sram_v113,16777216,Konami,0,Rising Sun,4291,F38156FB,0E9F6A9A,[Table],0
2477,2477,Cars,Eeprom_v124,8388608,THQ,6,Independent,128,43595092,35448904,[Table],629
2478,2478,Sword of Mana,Flash512_v131,16777216,Nintendo,0,Independent,2,31DEAC6F,32945C44,[Table],340
2479,2479,LEGO Star Wars II - The Original Trilogy,Eeprom_v124,16777216,LucasArts,1,Rising Sun,2,716AFC12,D3759A78,[Table],638
2480,2480,"2 Games in 1 - Disney Principesse + Re Leone, Il",Eeprom_v124,16777216,THQ,6,Independent,12507,1DE554EE,64643D73,[Table],492
2481,2481,Little Einsteins,None,8388608,Ubi Soft,1,Rising Sun,2,54DEC1E0,B2602BDF,[Table],0
2482,2482,"Cheetah Girls, The",Eeprom_v124,8388608,Ubi Soft,1,Rising Sun,2,D7A0D1D0,70441B8B,[Table],0
2483,2483,LEGO Star Wars II - The Original Trilogy,Eeprom_v124,16777216,LucasArts,0,Rising Sun,4299,458FE01B,F8496116,[Table],638
2484,2484,Open Season,Eeprom_v124,8388608,Ubi Soft,1,Rising Sun,4099,B2069ABC,B4C86AB9,[Table],654
2485,2485,Pokemon Mystery Dungeon - Red Rescue Team,Flash1M_v102,33554432,Nintendo,1,RDG,2,954BA35A,6B41934F,[Table],639
2486,2486,Barnyard,Eeprom_v124,8388608,THQ,0,Rising Sun,4307,E65963B4,10FAE0D7,[Table],640
2487,2487,My Little Pony - Crystal Princess - The Runaway Rainbow,None,4194304,THQ,1,Rising Sun,2,51AD6AA7,C817C1E0,[Table],0
2488,2488,Danny Phantom - Urban Jungle,Eeprom_v124,4194304,THQ,1,Rising Sun,2,CC309382,AA493E7A,[Table],721
2489,2489,Capcom Classics - Mini Mix,None,4194304,Capcom,1,Rising Sun,2,D8A7F7D6,E09DFC6D,[Table],0
2490,2490,Phil of the Future,Eeprom_v124,8388608,Ubi Soft,1,Rising Sun,2,647E4DDD,F531DFBD,[Table],0
2491,2491,Dogz - Fashion,Eeprom_v124,8388608,Ubi Soft,1,Rising Sun,2,F128D2AA,DACB64CA,[Table],641
2492,2492,FIFA 07,Eeprom_v124,8388608,Electronic Arts,16,Rising Sun,4163,5B2F7F34,CAD590A8,[Table],0
2493,2493,Catz,Eeprom_v124,8388608,Ubi Soft,0,Rising Sun,195,6EE8F0BB,1937C972,[Table],599
2494,2494,Alex Rider - Stormbreaker,Eeprom_v124,4194304,THQ,1,Rising Sun,2,0D2CDD50,93B07A05,[Table],700
2495,2495,Backyard Sports - Basketball 2007,Eeprom_v124,4194304,Infogrames,1,Rising Sun,2,1805C409,7ADE6E44,[Table],0
2496,2496,Backyard Sports - Football 2007,Eeprom_v124,4194304,Infogrames,1,Rising Sun,2,B3A82CBB,47AE9DF7,[Table],0
2497,2497,Strawberry Shortcake - Sweet Dreams,Eeprom_v124,4194304,Majesco Sales,1,Rising Sun,2,3D122605,F366859D,[Table],0
2498,2498,Unfabulous!,None,4194304,THQ,1,Rising Sun,2,32A3C232,753E4217,[Table],0
2499,2499,American Dragon - Jake Long - Rise of the Huntsclan!,Eeprom_v124,8388608,Ubi Soft,16,Rising Sun,4291,FAAAA3B7,D3D68FBD,[Table],0
2500,2500,Bibi und Tina - Ferien auf dem Martinshof,Eeprom_v124,16777216,Kiddinx Entertainment GmbH,2,Rising Sun,64,D00D62BB,4E3D515E,[Table],0
2501,2501,"Little Mermaid, The - Magic in Two Kingdoms",Eeprom_v124,8388608,Ubi Soft,16,Rising Sun,4291,552C9614,CB150D14,[Table],0
2502,2502,Final Fantasy V Advance,Sram_v113,8388608,Square Enix,7,WRG,256,6436323E,290B46F4,[Table],661
2503,2503,2 Games in 1 - Disney Princesse + Frere des Ours,Eeprom_v122,16777216,THQ,5,Independent,12507,432C9EC7,A5379F8B,[Table],515
2504,2504,Bratz - Rock Angelz,Eeprom_v124,8388608,THQ,5,Independent,1,7088F9ED,38299FF7,[Table],542
2505,2505,Dog Trainer 2,None,1048576,Datel,0,Independent,2,1222C4EE,E78111EA,[Table],0
2506,2506,Horse And Pony - My Stud Farm,Eeprom_v124,8388608,DTP,0,Rising Sun,66,F2941DAC,2344058B,[Table],737
2507,2507,Battle B-Daman - Fire Spirits!,Eeprom_v124,8388608,Atlus,1,Rising Sun,2,A1C0B4FC,142E70D3,[Table],642
2508,2508,Scooby-Doo,Eeprom_v122,4194304,THQ,4,Independent,4096,B62EC46B,ADAE00CA,[Table],162
2509,2509,Disney Princess - Royal Adventure,Eeprom_v124,8388608,Ubi Soft,1,Rising Sun,2,E75F5FD7,1C56B2D0,[Table],675
2510,2510,Naruto - Ninja Council 2,Sram_v113,8388608,Tomy,1,Rising Sun,2,9ADFFD08,42612610,[Table],643
2511,2511,Over the Hedge - Hammy Goes Nuts!,Eeprom_v124,8388608,Activision,1,Rising Sun,2,3E8AE336,136FB750,[Table],648
2512,2512,Family Feud,None,4194304,Take 2,1,Rising Sun,2,AB2C61F9,761A9747,[Table],0
2513,2513,Avatar - The Last Airbender,Eeprom_v124,8388608,THQ,1,Rising Sun,2,D89880A6,E80DD136,[Table],692
2514,2514,2 Games in 1 - Uno + Skip-Bo,None,4194304,Destination Software,1,Sir VG,2,DD41C3C0,AD3DF307,[Table],709
2515,2515,Rock'em Sock'em Robots,None,4194304,Destination Software,1,Sir VG,2,3201F82E,F982DB42,[Table],695
2516,2516,"Santa Clause 3, The - The Escape Clause",Eeprom_v124,8388608,Ubi Soft,1,Sir VG,2,E33ABC4F,3FDF41E9,[Table],0
2517,2517,Monster Trucks Mayhem,None,4194304,Destination Software,1,Sir VG,2,7E325C2C,1115EC58,[Table],713
2518,2518,"Original Harlem Globetrotters, The",None,4194304,Destination Software,1,Sir VG,2,D97F7A9F,45A6E992,[Table],696
2519,2519,Ker Plunk! - Toss Across - Tip It,None,4194304,Destination Software,1,Sir VG,2,3183B162,6CDB8E2A,[Table],0
2520,2520,ATV Thunder Ridge Riders,None,4194304,Destination Software,1,Sir VG,2,22EA2158,EA23F065,[Table],712
2521,2521,Barbie in the 12 Dancing Princesses,None,4194304,Activision,1,Sir VG,2,24496C93,E6860A07,[Table],701
2522,2522,"2 Games in 1 - Matchbox Emergency Response + Matchbox Air, Land & Sea Rescue",None,4194304,Destination Software,1,Sir VG,2,8F3E8FEF,467AC434,[Table],680
2523,2523,Princess Natasha,None,4194304,Destination Software,1,Sir VG,2,8559E861,7A89BED4,[Table],714
2524,2524,Bratz - Forever Diamondz,Eeprom_v124,8388608,THQ,1,Sir VG,2,6364AD68,D8184ABB,[Table],651
2525,2525,Dora the Explorer - Dora's World Adventure!,None,4194304,Take 2,1,Sir VG,2,117F4CAE,581DBA10,[Table],0
2526,2526,2 Games in 1 - Teenage Mutant Ninja Turtles + Teenage Mutant Ninja Turtles 2 - Battle Nexus,Eeprom_v124,16777216,Konami,1,Sir VG,4291,8914A921,F1B2DE59,[Table],644
2527,2527,Justice League Heroes - The Flash,Eeprom_v124,8388608,WayForward,1,Rising Sun,2,FDDEF30C,DAEF3247,[Table],673
2528,2528,Noddy - A Day in Toyland,None,4194304,The Game Factory,1,Rising Sun,4099,BEF7DAEF,2469ECB0,[Table],704
2529,2529,"Barbie Diaries, The - High School Mystery",Eeprom_v124,8388608,Activision,1,Rising Sun,2,8EA3A164,8667050C,[Table],703
2530,2530,"Legend of Spyro, The - A New Beginning",Eeprom_v124,16777216,Vivendi,1,Rising Sun,2,5BD2DB1C,F276C725,[Table],650
2531,2531,Summon Night - Swordcraft Story 2,Eeprom_v124,16777216,Atlus,1,Independent,2,8B93190E,B096F106,[Table],645
2532,2532,2 Games in 1 - Shrek 2 + Shark Tale,Eeprom_v124,16777216,Activision,1,Sir VG,2,4E6AA217,55441625,[Table],646
2533,2533,SpongeBob SquarePants - Creature from the Krusty Krab,Eeprom_v124,8388608,THQ,1,Sir VG,2,43A66C48,CE2FEA32,[Table],659
2534,2534,"Gang del Bosco, La",Eeprom_v124,8388608,Activision,6,Independent,128,D42B99B2,E826D261,[Table],624
2535,2535,"Mummy, The",None,4194304,Ubi Soft,1,Independent,4291,13BC4A4E,46CB16DA,[Table],647
2536,2536,Mouse Trap - Simon - Operation,None,4194304,Destination Software,1,Independent,2,8DE8FB5E,90EB6698,[Table],0
2537,2537,2 Games in 1 - Hot Wheels - Stunt Track Challenge + Hot Wheels - World Race,None,16777216,Destination Software,1,Sir VG,2,DF1DB1F0,A8C573BE,[Table],0
2538,2538,Flushed Away,None,8388608,D3,1,Rising Sun,2,CFE498A2,0729FE61,[Table],674
2539,2539,Hunde & Katzen Best Friends,Eeprom_v124,8388608,DTP,0,Rising Sun,66,CCA224CC,03EDD0E5,[Table],752
2540,2540,Over the Hedge - Hammy Goes Nuts!,Eeprom_v124,8388608,Activision,0,Rising Sun,4307,89E6CEA0,F03E6C98,[Table],648
2541,2541,GT Racers,None,8388608,Liquid Games,0,Independent,4291,7944E1EE,3883B673,[Table],0
2542,2542,Snood 2 - Snoods on Vacation,None,4194304,Destination Software,1,Sir VG,2,2E5B1968,D7D94673,[Table],649
2543,2543,Uno 52,None,4194304,Destination Software,1,Sir VG,2,F6A02860,07F9AFD7,[Table],724
2544,2544,Scurge - Hive,Eeprom_v124,16777216,Orbital Media Inc.,0,Rising Sun,4291,4E7A45AF,B5CCE002,[Table],658
2545,2545,"Legend of Spyro, The - A New Beginning",Eeprom_v124,16777216,Vivendi,0,Rising Sun,4307,CC30005F,6FEE48C9,[Table],650
2546,2546,Bratz - Forever Diamondz,Eeprom_v124,8388608,THQ,2,Rising Sun,64,AFFD7E3D,701B8E1C,[Table],651
2547,2547,Teen Titans 2 - The Brotherhood's Revenge,Eeprom_v124,8388608,Majesco Sales,1,Rising Sun,3,903FF1AC,E22F658A,[Table],0
2548,2548,Foster's Home for Imaginary Friends,Eeprom_v124,4194304,Crave Entertainment,1,Rising Sun,2,BB2DBCF6,B42BBBB1,[Table],755
2549,2549,Nicktoons - Battle for Volcano Island,Eeprom_v124,4194304,THQ,1,Rising Sun,2,ED5EC7DA,07D370D5,[Table],733
2550,2550,"Suite Life of Zack & Cody, The - Tipton Caper",Eeprom_v124,8388608,Ubi Soft,1,Rising Sun,3,E0116B65,BE5EAC10,[Table],0
2551,2551,Camp Lazlo - Leaky Lake Games,Eeprom_v124,4194304,Crave Entertainment,1,Rising Sun,2,59FF5693,978769F7,[Table],754
2552,2552,2 Games in 1 - Spider-Man + Spider-Man 2,Eeprom_v125,33554432,Activision,1,Sir VG,4163,875AD743,519ABC8A,[Table],652
2553,2553,3 in 1 Sports Pack - Paintball Splat! + Dodgeball - Dodge This! + Big Alley Bowling,None,8388608,Majesco Sales,1,Sir VG,2,2D5BF7EE,8FA2CE9D,[Table],653
2554,2554,Marvel - Ultimate Alliance,Eeprom_v124,8388608,Activision,1,Rising Sun,2,3C77517F,EBACEE15,[Table],694
2555,2555,Open Season,Eeprom_v124,8388608,Ubi Soft,0,Rising Sun,13035,CE38860D,C3AB4156,[Table],654
